code;name;fkko_code;hazard_class;description
FKKO-91215211204;Лом футеровок печей и печного оборудования производства кокса;9 12 152 11 20 4;4;
FKKO-91215611204;Лом графитовой футеровки печей и печного оборудования производства соединений фтора;9 12 156 11 20 4;4;
FKKO-91216000000;Лом футеровок печей термического обезвреживания органических отходов;9 12 160 00 00 0;0;
FKKO-91216001213;Лом футеровки печи термического обезвреживания жидких отходов органического синтеза;9 12 160 01 21 3;3;
FKKO-91216002214;Лом футеровки печи термического обезвреживания жидких отходов органического синтеза малоопасный;9 12 160 02 21 4;4;
FKKO-91218000000;Отходы огнеупорного кирпича прочие;9 12 180 00 00 0;0;
FKKO-91218101215;Лом шамотного кирпича незагрязненный;9 12 181 01 21 5;5;
FKKO-91218111214;Лом периклазо-хромитового кирпича незагрязненный;9 12 181 11 21 4;4;
FKKO-91218121215;Лом бакорового кирпича незагрязненный;9 12 181 21 21 5;5;
FKKO-91218161213;Лом шамотного кирпича, загрязненный соединениями хрома;9 12 181 61 21 3;3;
FKKO-91218171214;Лом шамотного кирпича нагревательных и (или) отжиговых установок;9 12 181 71 21 4;4;
FKKO-91219000000;Прочие отходы огнеупорных материалов от ремонта печей и печного оборудования;9 12 190 00 00 0;0;
FKKO-91219101215;Лом огнеупорного мертеля незагрязненный;9 12 191 01 21 5;5;
FKKO-91219111214;Лом футеровок печей и печного оборудования для сжигания отходов потребления на производстве, подобных коммунальным;9 12 191 11 21 4;4;
FKKO-91219511404;Мертель шамотный алюмосиликатный, утративший потребительские свойства;9 12 195 11 40 4;4;
FKKO-91300000000;Отходы обслуживания оборудования, предназначенного для хранения опасных веществ;9 13 000 00 00 0;0;
FKKO-91300101204;Лом кислотоупорного кирпича;9 13 001 01 20 4;4;
FKKO-91300201204;Лом углеграфитовых блоков;9 13 002 01 20 4;4;
FKKO-91300901204;Лом кислотоупорных материалов в смеси;9 13 009 01 20 4;4;
FKKO-91301111204;Отходы гуммировочных покрытий;9 13 011 11 20 4;4;
FKKO-91310100000;Отходы при обслуживании оборудования для хранения химических коррозионноактивных продуктов;9 13 101 00 00 0;0;
FKKO-91310111204;Отходы антикоррозионной резины при обслуживании оборудования для хранения химических коррозионноактивных продуктов;9 13 101 11 20 4;4;
FKKO-91311111204;Отходы графита при ремонте графитового оборудования;9 13 111 11 20 4;4;
FKKO-91312111204;Лом футеровок гальванических и/или промывочных ванн гальванического производства из разнородных пластмасс, не содержащих галогены;9 13 121 11 20 4;4;
FKKO-91312121204;Лом футеровок гальванических и/или промывочных ванн гальванического производства из разнородных пластмасс, содержащих галогены;9 13 121 21 20 4;4;
FKKO-91321651103;Вода, загрязненная фенолом при мойке емкостей для его хранения и транспортировки;9 13 216 51 10 3;3;
FKKO-91322112394;Отходы зачистки емкостей хранения негалогенированных органических веществ (содержание негалогенированных органических веществ менее 15%);9 13 221 12 39 4;4;
FKKO-91322511314;Вода, загрязненная метанолом, при мойке емкостей для его хранения;9 13 225 11 31 4;4;
FKKO-91322512393;Отходы метанола при его хранении;9 13 225 12 39 3;3;
FKKO-91322531323;Отходы очистки емкостей для хранения стеклоочистителя на основе изопропилового спирта;9 13 225 31 32 3;3;
FKKO-91323111102;Отходы очистки емкостей хранения формальдегида (содержание формальдегида более 70%);9 13 231 11 10 2;2;
FKKO-91324111314;Воды промывки оборудования и емкостей, загрязненные полиакриловым клеем;9 13 241 11 31 4;4;
FKKO-91328111324;Вода, загрязненная фенолформальдегидной смолой при мойке емкостей для ее хранения и транспортировки;9 13 281 11 32 4;4;
FKKO-91328211393;Отходы очистки емкостей хранения смолы нефтяной тяжелой;9 13 282 11 39 3;3;
FKKO-91329111103;Отходы очистки емкостей хранения сжиженных углеводородных газов (содержание углеводородов 15% и более);9 13 291 11 10 3;3;
FKKO-91331111392;Отходы зачистки емкостей хранения серной кислоты;9 13 311 11 39 2;2;
FKKO-91331112393;Отходы (осадок) при механической зачистке емкостей хранения серной кислоты (содержание серной кислоты менее 30%, содержание сульфата железа (iii) 50% и более);9 13 311 12 39 3;3;
FKKO-91331713394;Отходы зачистки емкостей хранения серной и соляной кислот в смеси (суммарное содержание серной и соляной кислот менее 6%);9 13 317 13 39 4;4;
FKKO-91332112393;Отходы зачистки емкостей хранения гидроксидов щелочных металлов;9 13 321 12 39 3;3;
FKKO-91700000000;Отходы обслуживания прочего промышленного оборудования;9 17 000 00 00 0;0;
FKKO-91700300000;Отходы обслуживания оборудования металлургических производств;9 17 003 00 00 0;0;
FKKO-91700321523;Фильтры очистки масла оборудования металлургических производств отработанные;9 17 003 21 52 3;3;
FKKO-91700323524;Фильтры многокомпонентные оборудования металлургических производств, загрязненные нефтепродуктами (содержание нефтепродуктов менее 15%);9 17 003 23 52 4;4;
FKKO-91700361424;Пыль от продувки электрического оборудования, используемого при производстве черных металлов;9 17 003 61 42 4;4;
FKKO-91700500000;Отходы обслуживания металлообрабатывающих станков;9 17 005 00 00 0;0;
FKKO-91700511523;Фильтры очистки масла металлообрабатывающих станков отработанные;9 17 005 11 52 3;3;
FKKO-91700521524;Фильтры угольные воздушные электроэрозионных прошивочных станков отработанные;9 17 005 21 52 4;4;
FKKO-91700522524;Фильтры из синтетических волокон, отработанные при очистке рабочих жидкостей электроэрозионных станков;9 17 005 22 52 4;4;
FKKO-91700531524;Фильтры полимерные прошивочных станков отработанные;9 17 005 31 52 4;4;
FKKO-91703651514;Диафрагмы из каучуков синтетических, отработанные в форматорах-вулканизаторах при производстве автомобильных покрышек;9 17 036 51 51 4;4;
FKKO-91706100000;Отходы обслуживания оборудования пищевой, мясомолочной и рыбной промышленности;9 17 061 00 00 0;0;
FKKO-91706111523;Фильтры очистки масла оборудования пищевой, мясомолочной и рыбной промышленности;9 17 061 11 52 3;3;
FKKO-91710000000;Отходы обслуживания и ремонта оборудования производств кокса и нефтепродуктов;9 17 100 00 00 0;0;
FKKO-91711161213;Отходы очистки демонтированных газопроводов транспортировки коксового газа;9 17 111 61 21 3;3;
FKKO-91712121394;Отходы зачистки оборудования для переработки природного газа с преимущественным содержанием оксидов железа и серы;9 17 121 21 39 4;4;
FKKO-91800000000;Отходы обслуживания машин и оборудования, не вошедших в другие группы;9 18 000 00 00 0;0;
FKKO-91830000000;Отходы обслуживания насосов и компрессоров;9 18 300 00 00 0;0;
FKKO-91830200000;Отходы обслуживания компрессорных установок;9 18 302 00 00 0;0;
FKKO-91830201313;Конденсат водно-масляный компрессорных установок;9 18 302 01 31 3;3;
FKKO-91830202314;Эмульсия маслоловушек компрессорных установок;9 18 302 02 31 4;4;
FKKO-91830203313;Эмульсия маслоловушек компрессорных установок (содержание нефтепродуктов 15% и более);9 18 302 03 31 3;3;
FKKO-91830204314;Конденсат водно-масляный компрессорных установок (содержание масла менее 15%);9 18 302 04 31 4;4;
FKKO-91830211314;Вода системы охлаждения компрессорных установок, загрязненная нефтепродуктами (содержание нефтепродуктов менее 15%);9 18 302 11 31 4;4;
FKKO-91830251524;Фильтры очистки газов от жидкости и механических примесей при подготовке топливного, пускового и импульсного газов отработанные;9 18 302 51 52 4;4;
FKKO-91830261524;Фильтры кассетные очистки всасываемого воздуха воздушных компрессоров отработанные;9 18 302 61 52 4;4;
FKKO-91830262524;Фильтры стекловолоконные очистки всасываемого воздуха газоперекачивающих агрегатов отработанные;9 18 302 62 52 4;4;
FKKO-91830263524;Фильтры бумажные очистки всасываемого воздуха газоперекачивающих агрегатов отработанные;9 18 302 63 52 4;4;
FKKO-91830265524;Фильтры воздушные компрессорных установок в стальном корпусе отработанные;9 18 302 65 52 4;4;
FKKO-91830266524;Фильтры воздушные компрессорных установок в полимерном корпусе отработанные;9 18 302 66 52 4;4;
FKKO-91830267524;Картриджи стальные фильтров очистки всасываемого воздуха компрессорных установок отработанные;9 18 302 67 52 4;4;
FKKO-91830271523;Фильтры сепараторные очистки сжатого воздуха компрессорных установок отработанные (содержание нефтепродуктов 15% и более);9 18 302 71 52 3;3;
FKKO-91830272524;Фильтры сепараторные очистки сжатого воздуха компрессорных установок отработанные (содержание нефтепродуктов менее 15%);9 18 302 72 52 4;4;
FKKO-91830281523;Фильтры очистки масла компрессорных установок отработанные (содержание нефтепродуктов 15% и более);9 18 302 81 52 3;3;
FKKO-91830282524;Фильтры очистки масла компрессорных установок отработанные (содержание нефтепродуктов менее 15%);9 18 302 82 52 4;4;
FKKO-91830284524;Картриджи фильтров очистки масла компрессорных установок отработанные (содержание нефтепродуктов менее 15%);9 18 302 84 52 4;4;
FKKO-91830285523;Фильтры очистки масла газоперекачивающих агрегатов отработанные;9 18 302 85 52 3;3;
FKKO-91830300000;Отходы обслуживания насосного оборудования;9 18 303 00 00 0;0;
FKKO-91830321523;Фильтрующий элемент пенополиуретановый фильтров очистки топлива насосов дизельных котлов отработанный;9 18 303 21 52 3;3;
FKKO-91830331524;Фильтры очистки воздуха насосного оборудования отработанные;9 18 303 31 52 4;4;
FKKO-91830341523;Фильтры очистки масла, перекачиваемого насосным оборудованием;9 18 303 41 52 3;3;
FKKO-91830361704;Детали насосного оборудования из разнородных пластмасс в смеси, утратившие потребительские свойства;9 18 303 61 70 4;4;
FKKO-91831100000;Отходы обслуживания турбин;9 18 311 00 00 0;0;
FKKO-91831111523;Фильтры очистки масла турбин отработанные (содержание нефтепродуктов 15% и более);9 18 311 11 52 3;3;
FKKO-91831121524;Фильтры воздушные турбин отработанные;9 18 311 21 52 4;4;
FKKO-91839000000;Отходы обслуживания систем охлаждения двигателей машин и оборудования;9 18 390 00 00 0;0;
FKKO-91839511523;Фильтры очистки охлаждающей жидкости на основе этиленгликоля отработанные умеренно опасные;9 18 395 11 52 3;3;
FKKO-91850000000;Отходы обслуживания холодильного оборудования;9 18 500 00 00 0;0;
FKKO-91850200000;Отходы холодильных агентов;9 18 502 00 00 0;0;
FKKO-91850201104;Отходы холодильного агента на основе аммиака;9 18 502 01 10 4;4;
FKKO-91850311313;Эмульсия водно-масляная компрессорных установок холодильного оборудования, содержащая аммиак;9 18 503 11 31 3;3;
FKKO-91851131394;Отходы очистки хладагента на основе водного рассола хлорида кальция;9 18 511 31 39 4;4;
FKKO-91852000000;Отходы деталей и комплектующих холодильного оборудования;9 18 520 00 00 0;0;
FKKO-91852111524;Отходы фильтр-осушителей фреонов холодильного оборудования;9 18 521 11 52 4;4;
FKKO-91852212523;Фильтры очистки масла компрессоров фреонов холодильного оборудования отработанные;9 18 522 12 52 3;3;
FKKO-91860000000;Отходы обслуживания прочего электрического оборудования;9 18 600 00 00 0;0;
FKKO-91861000000;Отходы обслуживания электрогенераторных установок;9 18 610 00 00 0;0;
FKKO-91861101523;Фильтры воздушные электрогенераторных установок отработанные (содержание нефтепродуктов 15% и более);9 18 611 01 52 3;3;
FKKO-91861102524;Фильтры воздушные электрогенераторных установок отработанные (содержание нефтепродуктов менее 15%);9 18 611 02 52 4;4;
FKKO-91861131523;Фильтры воздушные из негалогенированных полимеров электрогенераторных установок отработанные;9 18 611 31 52 3;3;
FKKO-91861201523;Фильтры очистки масла электрогенераторных установок отработанные (содержание нефтепродуктов 15% и более);9 18 612 01 52 3;3;
FKKO-91861202524;Фильтры очистки масла электрогенераторных установок отработанные (содержание нефтепродуктов менее 15%);9 18 612 02 52 4;4;
FKKO-91861301523;Фильтры очистки топлива электрогенераторных установок отработанные (содержание нефтепродуктов 15% и более);9 18 613 01 52 3;3;
FKKO-91861401313;Отходы антифризов на основе этиленгликоля при обслуживании электрогенераторных установок;9 18 614 01 31 3;3;
FKKO-91862000000;Отходы обслуживания трансформаторного оборудования;9 18 620 00 00 0;0;
FKKO-91862111393;Отходы очистки трансформаторного масла при обслуживании трансформаторов;9 18 621 11 39 3;3;
FKKO-91862321523;Фильтры очистки трансформаторного масла отработанные;9 18 623 21 52 3;3;
FKKO-91862711314;Вода, загрязненная нефтяными маслами при смыве подтеков масла трансформаторов (содержание нефтепродуктов менее 15%);9 18 627 11 31 4;4;
FKKO-91862731313;Водомасляная эмульсия с содержанием масла 15% и более при проверке системы пожаротушения трансформаторов;9 18 627 31 31 3;3;
FKKO-91863311524;Фильтры бумажные очистки диэлектрической жидкости на водной основе в электроэрозионных станках отработанные;9 18 633 11 52 4;4;
FKKO-91890511524;Фильтры воздушные дизельных двигателей отработанные;9 18 905 11 52 4;4;
FKKO-91890521523;Фильтры очистки масла дизельных двигателей отработанные;9 18 905 21 52 3;3;
FKKO-91890531523;Фильтры очистки топлива дизельных двигателей отработанные;9 18 905 31 52 3;3;
FKKO-91890800000;Отходы обслуживания гидравлических прессов;9 18 908 00 00 0;0;
FKKO-91890811523;Фильтры очистки масла гидравлических прессов;9 18 908 11 52 3;3;
FKKO-91891900000;Отходы обслуживания ручного механизированного инструмента;9 18 919 00 00 0;0;
FKKO-91891921523;Фильтры очистки топлива двигателя внутреннего сгорания ручного механизированного инструмента отработанные;9 18 919 21 52 3;3;
FKKO-91900000000;Прочие отходы обслуживания машин и оборудования;9 19 000 00 00 0;0;
FKKO-91910000000;Отходы производства сварочных и паяльных работ;9 19 100 00 00 0;0;
FKKO-91910001205;Остатки и огарки стальных сварочных электродов;9 19 100 01 20 5;5;
FKKO-91910002204;Шлак сварочный;9 19 100 02 20 4;4;
FKKO-91911111404;Окалина при сварке черных металлов;9 19 111 11 40 4;4;
FKKO-91911121204;Шлак сварочный с преимущественным содержанием диоксида кремния;9 19 111 21 20 4;4;
FKKO-91911124204;Шлак сварочный с преимущественным содержанием диоксида титана;9 19 111 24 20 4;4;
FKKO-91911131394;Отходы разложения карбида кальция при получении ацетилена для газосварочных работ;9 19 111 31 39 4;4;
FKKO-91913000000;Отходы флюсов сварочных и наплавочных;9 19 130 00 00 0;0;
FKKO-91913111204;Отходы флюса сварочного и/или наплавочного марганцево-силикатного;9 19 131 11 20 4;4;
FKKO-91913113203;Отходы флюса сварочного и/или наплавочного марганцево-силикатного, содержащего оксид марганца (ii) в количестве 40% и более;9 19 131 13 20 3;3;
FKKO-91913115203;Отходы флюса сварочного и/или наплавочного марганцево-силикатного, содержащего фторид кальция;9 19 131 15 20 3;3;
FKKO-91913231204;Отходы флюса сварочного и/или наплавочного кальций-магниево-основного;9 19 132 31 20 4;4;
FKKO-91913911204;Отходы флюсов сварочных и/или наплавочных в смеси, с преимущественным содержанием марганцево-силикатного и кальциево-силикатного флюсов;9 19 139 11 20 4;4;
FKKO-91913951203;Отходы флюсов сварочных и/или наплавочных в смеси (алюминатно-основного, керамического) при проведении сварных работ с использованием медной проволоки;9 19 139 51 20 3;3;
FKKO-91914121204;Отходы (остатки) стальной сварочной проволоки;9 19 141 21 20 4;4;
FKKO-91914122205;Отходы (остатки) сварочной проволоки из легированной стали;9 19 141 22 20 5;5;
FKKO-91916000000;Отходы производства паяльных работ;9 19 160 00 00 0;0;
FKKO-91916111402;Отходы флюса паяльного кислотного на основе борной кислоты;9 19 161 11 40 2;2;
FKKO-91916113104;Отходы флюса паяльного на основе натрия тетрабората;9 19 161 13 10 4;4;
FKKO-91916211402;Отходы флюса паяльного солевого на основе хлоридов металлов;9 19 162 11 40 2;2;
FKKO-91916311402;Отходы флюсов паяльных высокотемпературных фторборатно- и боридно-галогенидных;9 19 163 11 40 2;2;
FKKO-91916321403;Отходы флюсов паяльных высокотемпературных на основе хлоридно-фторидных солей;9 19 163 21 40 3;3;
FKKO-91916511302;Отходы флюса паяльного на основе канифоли;9 19 165 11 30 2;2;
FKKO-91916521103;Отходы флюса паяльного на основе полигликолевых эфиров;9 19 165 21 10 3;3;
FKKO-91916611203;Отходы припоя оловянно-свинцового;9 19 166 11 20 3;3;
FKKO-91916621333;Отходы пасты паяльной оловянно-свинцовой с добавлением серебра в смеси с канифолью;9 19 166 21 33 3;3;
FKKO-91916631333;Отходы пасты паяльной на основе оксида меди (i);9 19 166 31 33 3;3;
FKKO-91916642203;Отходы пасты паяльной с оловянно-медно-серебряным припоем с добавлением канифоли;9 19 166 42 20 3;3;
FKKO-91916643203;Отходы пасты паяльной с оловянно-медно-серебряным припоем с добавлением канифоли и диэтиленгликоля;9 19 166 43 20 3;3;
FKKO-91916811204;Отходы лужения алюминиевых сплавов перед пайкой, содержащие преимущественно гидроксид олова;9 19 168 11 20 4;4;
FKKO-91917000000;Отходы газоочистки при производстве сварочных и паяльных работ;9 19 170 00 00 0;0;
FKKO-91917111494;Отходы газоочистки при проведении сварочных работ, содержащие оксиды кремния и железа (суммарное содержание оксидов кремния и железа более 75%);9 19 171 11 49 4;4;
FKKO-91917161524;Фильтры угольные, загрязненные при очистке выбросов паяльных работ;9 19 171 61 52 4;4;
FKKO-91920000000;Отходы твердых производственных материалов, загрязненные нефтью или нефтепродуктами, не вошедшие в Блоки 2 - 4, 6 - 8;9 19 200 00 00 0;0;
FKKO-91920100000;Отходы песка, загрязненного нефтью или нефтепродуктами;9 19 201 00 00 0;0;
FKKO-91920101393;Песок, загрязненный нефтью или нефтепродуктами (содержание нефти или нефтепродуктов 15% и более);9 19 201 01 39 3;3;
FKKO-91920102394;Песок, загрязненный нефтью или нефтепродуктами (содержание нефти или нефтепродуктов менее 15%);9 19 201 02 39 4;4;
FKKO-91920104394;Песок и/или грунт, загрязненный негалогенированными ароматическими углеводородами (содержание негалогенированных ароматических углеводородов менее 5%);9 19 201 04 39 4;4;
FKKO-91920200000;Отходы сальниковой набивки, загрязненной нефтью или нефтепродуктами;9 19 202 00 00 0;0;
FKKO-91920201603;Сальниковая набивка асбесто-графитовая промасленная (содержание масла 15% и более);9 19 202 01 60 3;3;
FKKO-91920202604;Сальниковая набивка асбесто-графитовая промасленная (содержание масла менее 15%);9 19 202 02 60 4;4;
FKKO-91920212604;Сальниковая набивка из полимерного материала промасленная (содержание масла менее 15%);9 19 202 12 60 4;4;
FKKO-91920300000;Отходы пеньки, загрязненной нефтью или нефтепродуктами;9 19 203 00 00 0;0;
FKKO-91920301603;Пенька промасленная (содержание масла 15% и более);9 19 203 01 60 3;3;
FKKO-91920302604;Пенька промасленная (содержание масла менее 15%);9 19 203 02 60 4;4;
FKKO-91920400000;Обтирочный материал, загрязненный нефтью или нефтепродуктами;9 19 204 00 00 0;0;
FKKO-91920401603;Обтирочный материал, загрязненный нефтью или нефтепродуктами (содержание нефти или нефтепродуктов 15% и более);9 19 204 01 60 3;3;
FKKO-91920402604;Обтирочный материал, загрязненный нефтью или нефтепродуктами (содержание нефти или нефтепродуктов менее 15%);9 19 204 02 60 4;4;
FKKO-91920411603;Обтирочный материал, загрязненный растворителями на основе ароматических углеводородов (содержание растворителей 15% и более);9 19 204 11 60 3;3;
FKKO-91920482604;Обтирочный материал, загрязненный нефтепродуктами и бериллием (содержание нефтепродуктов менее 15%, содержание бериллия менее 1%);9 19 204 82 60 4;4;
FKKO-91920500000;Отходы опилок и стружки древесных, загрязненных нефтью или нефтепродуктами;9 19 205 00 00 0;0;
FKKO-91920501393;Опилки и стружка древесные, загрязненные нефтью или нефтепродуктами (содержание нефти или нефтепродуктов 15% и более);9 19 205 01 39 3;3;
FKKO-91920502394;Опилки и стружка древесные, загрязненные нефтью или нефтепродуктами (содержание нефти или нефтепродуктов менее 15%);9 19 205 02 39 4;4;
FKKO-91920504394;Опилки и стружка древесные, загрязненные негалогенированными ароматическими углеводородами (содержание негалогенированных ароматических углеводородов менее 5%);9 19 205 04 39 4;4;
FKKO-91920611434;Опилки древесные, загрязненные связующими смолами;9 19 206 11 43 4;4;
FKKO-91930000000;Отходы твердых производственных материалов, загрязненные прочими веществами, не вошедшие в Блоки 2 - 4, 6 - 8;9 19 300 00 00 0;0;
FKKO-91930101394;Песок, отработанный при ликвидации проливов щелочей;9 19 301 01 39 4;4;
FKKO-91930111394;Песок, отработанный при ликвидации проливов неорганических кислот;9 19 301 11 39 4;4;
FKKO-91930121394;Песок, отработанный при ликвидации проливов и просыпей реагентов для подготовки и обработки воды котельно-теплового хозяйства;9 19 301 21 39 4;4;
FKKO-91930153394;Песок, загрязненный при ликвидации проливов лакокрасочных материалов;9 19 301 53 39 4;4;
FKKO-91930211604;Обтирочный материал, загрязненный негалогенированными органическими растворителями;9 19 302 11 60 4;4;
FKKO-91930214603;Обтирочный материал, загрязненный альдегидами и ароматическими соединениями, в том числе ароматическими спиртами;9 19 302 14 60 3;3;
FKKO-91930221605;Обтирочный материал, загрязненный нерастворимыми или малорастворимыми в воде неорганическими веществами природного происхождения;9 19 302 21 60 5;5;
FKKO-91930222604;Обтирочный материал, загрязненный нерастворимыми или малорастворимыми в воде неорганическими веществами;9 19 302 22 60 4;4;
FKKO-91930232604;Обтирочный материал, загрязненный древесной пылью;9 19 302 32 60 4;4;
FKKO-91930246603;Обтирочный материал, загрязненный смолами фенолформальдегидными и полимерными материалами (содержание смол фенолформальдегидных 5% и более);9 19 302 46 60 3;3;
FKKO-91930247603;Обтирочный материал, загрязненный химическими продуктами на основе синтетического каучука;9 19 302 47 60 3;3;
FKKO-91930249604;Обтирочный материал, загрязненный поливинилхлоридом;9 19 302 49 60 4;4;
FKKO-91930251604;Обтирочный материал, загрязненный синтетическими смолами, включая клеи на их основе, малоопасный;9 19 302 51 60 4;4;
FKKO-91930252604;Обтирочный материал, загрязненный кремнийорганическими полимерами;9 19 302 52 60 4;4;
FKKO-91930253604;Обтирочный материал, загрязненный материалами лакокрасочными и аналогичными для нанесения покрытий, малоопасный;9 19 302 53 60 4;4;
FKKO-91930254603;Обтирочный материал, загрязненный полиграфическими красками и/или мастиками, умеренно опасный;9 19 302 54 60 3;3;
FKKO-91930255604;Обтирочный материал, загрязненный полиграфическими красками и/или мастиками, малоопасный;9 19 302 55 60 4;4;
FKKO-91930258604;Обтирочный материал, загрязненный шлифовальными и/или полировальными пастами на основе оксида хрома (iii);9 19 302 58 60 4;4;
FKKO-91930261604;Обтирочный материал, загрязненный канифолью;9 19 302 61 60 4;4;
FKKO-91930262604;Обтирочный материал, загрязненный клеем на основе крахмала;9 19 302 62 60 4;4;
FKKO-91930271604;Обтирочный материал, загрязненный при удалении проливов электролита сернокислотного;9 19 302 71 60 4;4;
FKKO-91930278604;Обтирочный материал, загрязненный при удалении просыпей и проливов аммиачной селитры;9 19 302 78 60 4;4;
FKKO-91930279604;Обтирочный материал, загрязненный спирто-нефрасовой смесью, паяльной пастой, припоем;9 19 302 79 60 4;4;
FKKO-91930281603;Обтирочный материал, загрязненный преимущественно кремнием, ацетоном и неорганическими люминофорами;9 19 302 81 60 3;3;
FKKO-91930361603;Обтирочный материал, загрязненный взрывчатыми веществами, преимущественно пиротехническими составами;9 19 303 61 60 3;3;
FKKO-91930364603;Обтирочный материал, загрязненный взрывчатыми веществами, преимущественно гексогеном;9 19 303 64 60 3;3;
FKKO-91930365604;Обтирочный материал, загрязненный взрывчатыми веществами, преимущественно тринитротолуолом;9 19 303 65 60 4;4;
FKKO-91930368602;Обтирочный материал, загрязненный взрывчатыми веществами, преимущественно тротилом;9 19 303 68 60 2;2;
FKKO-91930411602;Обтирочный материал, загрязненный полихлорированными бифенилами;9 19 304 11 60 2;2;
FKKO-91930421402;Песок и опилки древесные в смеси, загрязненные полихлорированными бифенилами (содержание полихлорированных бифенилов менее 20%);9 19 304 21 40 2;2;
FKKO-91930531204;Опилки древесные дезинфекционных барьеров, загрязненные формальдегидом;9 19 305 31 20 4;4;
FKKO-91930611203;Пенополиуретан, загрязненный при ликвидации проливов лакокрасочных материалов;9 19 306 11 20 3;3;
FKKO-91950000000;Отходы мойки и чистки деталей и агрегатов;9 19 500 00 00 0;0;
FKKO-91951001313;Раствор щелочной мойки деталей на основе тринатрийфосфата, загрязненный нефтепродуктами (суммарное содержание нефтепродуктов и тринатрийфосфата 15% и более);9 19 510 01 31 3;3;
FKKO-91951111324;Раствор щелочной, отработанный при мойке деталей, загрязненный нефтепродуктами (содержание нефтепродуктов менее 15%);9 19 511 11 32 4;4;
FKKO-91952111393;Отходы (осадок) мойки деталей растворителями нефтяного происхождения;9 19 521 11 39 3;3;
FKKO-91952112393;Отходы (осадок) мойки деталей и/или агрегатов, содержащие нефтепродукты в количестве 15% и более;9 19 521 12 39 3;3;
FKKO-91952113394;Отходы (осадок) мойки деталей и/или агрегатов, содержащие нефтепродукты в количестве менее 15%;9 19 521 13 39 4;4;
FKKO-91952221393;Отходы (осадок) мойки деталей и агрегатов раствором триполифосфата натрия с преимущественным содержанием оксидов железа;9 19 522 21 39 3;3;
FKKO-91952521393;Отходы зачистки моечных машин, содержащие нефтепродукты в количестве 15% и более;9 19 525 21 39 3;3;
FKKO-91952531393;Отходы зачистки моечных машин, работающих на щелочных растворах;9 19 525 31 39 3;3;
FKKO-91952532394;Отходы зачистки моечных машин, работающих на щелочных растворах, малоопасные;9 19 525 32 39 4;4;
FKKO-91952533394;Отходы зачистки моечных машин, содержащие водный раствор стеарата натрия;9 19 525 33 39 4;4;
FKKO-91952539394;Отходы зачистки моечных машин, содержащие поверхностно-активные вещества;9 19 525 39 39 4;4;
FKKO-91952551393;Отходы зачистки моечных машин для мойки деталей и агрегатов с применением трихлорэтилена;9 19 525 51 39 3;3;
FKKO-91953121394;Отходы зачистки ванн химической очистки растворами щелочей и кислот загрязненных металлических деталей, содержащие преимущественно диоксид кремния;9 19 531 21 39 4;4;
FKKO-92000000000;ОТХОДЫ ОБСЛУЖИВАНИЯ, РЕМОНТА И ДЕМОНТАЖА ТРАНСПОРТНЫХ СРЕДСТВ ПРОЧИЕ;9 20 000 00 00 0;0;
FKKO-92010000000;Отходы аккумуляторов и аккумуляторных батарей транспортных средств;9 20 100 00 00 0;0;
FKKO-92011000000;Отходы аккумуляторов свинцово-кислотных;9 20 110 00 00 0;0;
FKKO-92011001532;Аккумуляторы свинцовые отработанные неповрежденные, с электролитом;9 20 110 01 53 2;2;
FKKO-92011002523;Аккумуляторы свинцовые отработанные в сборе, без электролита;9 20 110 02 52 3;3;
FKKO-92011003513;Свинцовые пластины отработанных аккумуляторов;9 20 110 03 51 3;3;
FKKO-92011004392;Шлам сернокислотного электролита;9 20 110 04 39 2;2;
FKKO-92011211514;Корпус карболитовый аккумулятора свинцового с остатками свинцовой пасты и серной кислоты с суммарным содержанием не более 5%;9 20 112 11 51 4;4;
FKKO-92011311412;Отходы оксида свинца при обслуживании аккумуляторов свинцово-кислотных;9 20 113 11 41 2;2;
FKKO-92012000000;Отходы аккумуляторов никель-кадмиевых;9 20 120 00 00 0;0;
FKKO-92012001532;Аккумуляторы никель-кадмиевые отработанные неповрежденные, с электролитом;9 20 120 01 53 2;2;
FKKO-92012002523;Аккумуляторы никель-кадмиевые отработанные в сборе, без электролита;9 20 120 02 52 3;3;
FKKO-92013000000;Отходы аккумуляторов никель-железных;9 20 130 00 00 0;0;
FKKO-92013001532;Аккумуляторы никель-железные отработанные неповрежденные, с электролитом;9 20 130 01 53 2;2;
FKKO-92013002523;Аккумуляторы никель-железные отработанные в сборе, без электролита;9 20 130 02 52 3;3;
FKKO-92020000000;Отходы электролитов аккумуляторов и аккумуляторных батарей;9 20 200 00 00 0;0;
FKKO-92021000000;Отходы кислот аккумуляторных;9 20 210 00 00 0;0;
FKKO-92021001102;Кислота аккумуляторная серная отработанная;9 20 210 01 10 2;2;
FKKO-92022000000;Отходы щелочей аккумуляторных;9 20 220 00 00 0;0;
FKKO-92022001102;Щелочи аккумуляторные отработанные;9 20 220 01 10 2;2;
FKKO-92030000000;Отходы фрикционных материалов;9 20 300 00 00 0;0;
FKKO-92031000000;Тормозные колодки отработанные;9 20 310 00 00 0;0;
FKKO-92031001525;Тормозные колодки отработанные без накладок асбестовых;9 20 310 01 52 5;5;
FKKO-92031002524;Тормозные колодки отработанные с остатками накладок асбестовых;9 20 310 02 52 4;4;
FKKO-92031103524;Тормозные колодки с остатками накладок, не содержащих асбест, отработанные;9 20 311 03 52 4;4;
